eli	4364	185	22
eli	22638	60	1
eli	4381	142	8
eli	33252	788	321
eli	11722	368	77
eli	10115	838	47
eli	26878	547	40
eli	8067	622	127
eli	29491	237	30
eli	7735	199	24
eli	28529	284	20
eli	28892	934	184
eli	9914	666	117
eli	28457	176	12
eli	36024	201	4
eli	33410	116	3
