hen	30206	434	23
hen	13296	486	99
hen	2313	451	105
hen	6819	102	8
hen	4364	155	27
hen	8608	604	200
hen	31025	487	40
hen	37201	419	53
hen	29617	379	76
hen	7511	179	8
hen	15125	520	3
hen	27599	180	3
hen	25883	343	95
hen	29766	269	37
hen	28362	246	49
hen	6907	75	8
hen	7950	247	31
hen	25557	119	16
hen	20477	110	9
