eli	@30478@	1686	24791
eli	@29809@	656	12485
eli	@28530@	1425	10233
eli	@24658@	4299	5346
eli	@24566@	1464	5210
eli	@26529@	407	1483
eli	@32642@	100	961
eli	@29429@	16	332
