#PLACE_ID	PLACE_LABEL
1397	Camp near Mountnorris
1398	Camp near Newry
1399	Camp near Nice
1400	Camp near Novely
1401	Camp near Rees
1402	Camp near Rheinberg
1403	Camp near Sencaill
1404	Camp near Slugh begh (Slieve begh)
1405	Camp near Smerwick
1406	Camp near Ulft
1407	Camp near Wesel
1408	Camp near the Castle of Cloghan
1409	Camp near the Italian Fort at Smerwick
1410	Camp near the Moyry
1411	Camp near the Newe Haven in Bullonoyse
1412	Camp near the Newry
1413	Camp near the fort at Smerwick
1414	Camp near the wears of Enniskillen
1415	Camp of Awske
1416	Camp of Eniskey
1417	Camp of Fountayne au Boy
1418	Camp of Gowlin
1419	Camp of Guines
1420	Camp of Tournehen
1421	Camp of the Emperor near Pavia
1422	Camp of the Emperor, a short mile from Pavia
1423	Camp on the Connaught side, near the Ford of Golune
1424	Camp two miles beyond Roscommon
1425	Camp upon the Maghery, in Connaught
1426	Camp, near to Balynecorr
1427	Camp, two miles from Wark
1428	Campat Lou&#x00E9;
1429	Campbell
1430	Campe
1431	Campe beside Whitsandebaye
1432	Campen
1433	Campes
1434	Campys
1435	Camyshe
1436	Canary
1437	Canbery
1438	Canfier
1439	Canford
1440	Canfort
1441	Cannon Row
1442	Cannon Row, Westminster
1443	Canonbury
1444	Cansiston
1445	Canterbury
1446	Canterbury (Quantorbery)
1447	Canterbury College, Oxford
1448	Canwell
1449	Caphydyn
1450	Capranica
1451	Capthall
1452	Caravaggio
1453	Carbery
1454	Carclew
1455	Cardiff
1456	Cardiff Castle
1457	Cardinal's College, Gipswiche
1458	Cardinal's College, Ipswich
1459	Cardington
1460	Cardington Manor
1461	Cardington, Bedfordshire
1462	Cardonald
1463	Carentan
1464	Carethorpe
1465	Carew
1466	Carew Castle
1467	Carew in Pembrokeshire
1468	Carew&#x0027;s Castle, near Bantry Abbey
1469	Carickroughane
1470	Cariel
1471	Carigmaine
1472	Carisbrook
1473	Carisbrook Castle
1474	Carlaverock
1475	Carlavrock
1476	Carlberry
1477	Carlel
1478	Carlesle
1479	Carlesley
1480	Carleton
1481	Carlill
1482	Carlingford
1483	Carlise
1484	Carlisle
1485	Carlisle Castle
1486	Carlisle Inn
1487	Carlisle Place
1488	Carlisle castle
1489	Carlisle; York
1490	Carlow
1491	Carlton Lodge
1492	Carmarthen
1493	Carmelite's College, Cambridge
1494	Carnemacgaulie
1495	Carpentras
1496	Carrack Croe
1497	Carrick
1498	Carrickbane Camp
1499	Carrickfergus
1500	Carrig
1501	Carrigafoyle
1502	Carrighilyne
1503	Carrighilyne.[Carrigallen?]
1504	Carrigrochan
1505	Carrybrian
1506	Carrybryen
1507	Carssop
1508	Carswell
1509	Cartagena
1510	Carter Lane
1511	Cartington
1512	Cartusi&#x00E6;
1513	Caryg-e-colle
1514	Caryge-e-colle
1515	Casati
1516	Cascais
1517	Cascayz
1518	Casen [Kashan]
1519	Cashel
1520	Cashel in the edge of Muskerry
1521	Cashiobury
1522	Cassel
1523	Castel Gufredo
1524	Castell Cariik
1525	Castell Jordan
1526	Castell Roe
1527	Castell at Cheffeld
1528	Castell of Crawfurd
1529	Castellione de Cremonese
1530	Castello Giuffredo
1531	Castile from Spire
1532	Castillon
1533	Castle Berte
1534	Castle Brack, in Ophaly
1535	Castle Campbell
1536	Castle Campys
1537	Castle Carrick
1538	Castle Corkery
1539	Castle Cornet
1540	Castle Cornet, Guernsey
1541	Castle Corre
1542	Castle Enische
1543	Castle Eniskey
1544	Castle Jordan
1545	Castle Jordan, Sir Henry Duke's House
1546	Castle Jorden
1547	Castle Jurden
1548	Castle Kevyn
1549	Castle Lyons
1550	Castle Magne
1551	Castle Maynge [Castelmain]
1552	Castle McGarrat, in the country Mayo
1553	Castle More
1554	Castle R w [Roe]
1555	Castle Reagh
1556	Castle Reaghe
1557	Castle Reban
1558	Castle Rowe
1559	Castle Toome
1560	Castle at Dublin
1561	Castle at Prague
1562	Castle of Abbeville
1563	Castle of Askeaton
1564	Castle of Athlone
1565	Castle of BelleIsle
1566	Castle of Berwick
1567	Castle of Berwyk
1568	Castle of Bunckhusium
1569	Castle of Carisbrook
1570	Castle of Carlisle
1571	Castle of Carrickfergus
1572	Castle of Carrigalin
1573	Castle of Cloghan
1574	Castle of Cloghan, in O'Madden's country
1575	Castle of Dalkeith
1576	Castle of Dover
1577	Castle of Dublin
1578	Castle of Dungarvon
1579	Castle of Edinburgh
1580	Castle of Enniskillen
1581	Castle of Ghent
1582	Castle of Guines
1583	Castle of Hamboch
1584	Castle of Hames
1585	Castle of Holt
1586	Castle of Jersey
1587	Castle of Koningsburg
1588	Castle of Kylbolan
1589	Castle of Kyllorgan
1590	Castle of L'Escluze
1591	Castle of Lifford
1592	Castle of Milan
1593	Castle of Moscow
1594	Castle of Namur
1595	Castle of Nottingham
1596	Castle of Oye
1597	Castle of Petigliano
1598	Castle of Pontefract
1599	Castle of Roscommon
1600	Castle of St Angelo
1601	Castle of St Angelo, Rome
1602	Castle of St Germain
1603	Castle of St. Germain
1604	Castle of St. Germain-en-Laye
1605	Castle of Stirling
1606	Castle of Tournay
1607	Castle of Triana
1608	Castle of Twyese
1609	Castle of Tynemouth
1610	Castle of Wauw
1611	Castle of Wigmore
1612	Castle of Wolfenb&#x00FC;ttel
1613	Castle of Wyndesor
1614	Castle of l'Escluse
1615	Castle of the Island
1616	Castle of the Island in Callough. Herbert in the county of Kerry
1617	Castle of the Poole
1618	Castle of the Sluys
1619	Castle of the Welshe Poole
1620	Castle-Lyons
1621	Castleacre
1622	Castleanny
1623	Castlebar
1624	Castleconnell
1625	Castledermot
1626	Castledermot. &#x005B;Thrysteldermot.&#x005D;
1627	Castlelyons
1628	Castlemaine
1629	Castlemange
1630	Castleton
1631	Castleton Manor
1632	Castleton Reban
1633	Castletown
1634	Castor
1635	Castro
1636	Castro Novo [Neustadt]
1637	Caterlaghe Castle
1638	Catesby
1639	Cathbert Parish
1640	Catherlagh Castle
1641	Catisby Nunnery
1642	Catton
1643	Caudebec
1644	Cavan
1645	Cavendish
1646	Cawedde
1647	Cawmyllis
1648	Cawod
1649	Cawood
1650	Cawsom Bay
1651	Caxton
1652	Cayrewe
1653	Cazery
1654	Cecil House
1655	Celle
1656	Celle Luneburg
1657	Cercamp
1658	Cerne
1659	Certola [Chertsey]
1660	Certosa [Chertsey]
1661	Cesawe-by-Topeliff
1662	Cesaye
1663	Cesfurd
1664	Cessford
1665	Cevylle
1666	Ch&#x00E2;lons [-sur-Sa&#x00F4;ne]
1667	Ch&#x00E2;teaubriant
1668	Ch&#x00E2;teauneuf
1669	Ch&#x00E2;telaudren
1670	Chabanois
1671	Chabliz
1672	Chadder
1673	Chagny
1674	Chaignye
1675	Chaldere
1676	Chalfond
1677	Chalmont
1678	Chalons
1679	Chalons-sur-Saone
1680	Chambery
1681	Chambord
1682	Chambort
1683	Chambourg
1684	Chames
1685	Champagne
1686	Champigny
1687	Chancery Lane
1688	Chancery Lane end
1689	Channel Row
1690	Channon ROw
1691	Channon Row
1692	Channy
1693	Chanon Rewe, in Westmoreland
1694	Chanon Row
1695	Chantilly
1696	Chapter house, Winchester
1697	Charborow
1698	Charde
1699	Charegii, agri Florentini
1700	Charenton
1701	Charing
1702	Charing Cross
1703	Charlecote
1704	Charlelye Wood
1705	Charleywood
1706	Charlton
1707	Charrone
1708	Charsay
1709	Charteley
1710	Charteley Manor
1711	Charteley manor
1712	Charterhouse
1713	Charterhouse at London
1714	Charterhouse before Rouen
1715	Charterhouse next to London
1716	Charterhouse of Bewvall
1717	Charterhouse of Shene
1718	Charterhouse of Wyttham
1719	Charterhouse, Henton
1720	Chartley
1721	Chartley Manor
1722	Chartley; Holbeck Woodhouse
1723	Chartley; London
1724	Chartley; Tutbury
1725	Chartres
1726	Chasteau en Cambresis
1727	Chasteau-Thierry
1728	Chastelet
1729	Chaster
1730	Chastillon sur Loing
1731	Chastonefeld
1732	Chateau Briant
1733	Chateau Cambrai
1734	Chateau Cambrey
1735	Chateau Chalons
1736	Chateau Landon
1737	Chateau Perse
1738	Chateau de Boulogne
1739	Chateau de Louray
1740	Chateau de Persen
1741	Chateau de Sainguin
1742	Chateau de Vyleneff (Villeneuve?)
1743	Chateau-Thierry
1744	Chateaubriand
1745	Chateaudun
1746	Chateauneuf
1747	Chatellerault
1748	Chaterhouse before Rouen
1749	Chateriz
1750	Chatham
1751	Chatillon
1752	Chatillon sur Seine
1753	Chatsworth
1754	Chattesworthe
1755	Chauncery Lane, London
1756	Chaunonrie of Ross
1757	Chauny
1758	Chawneye
1759	Chazelles
1760	Cheapside
1761	Cheayneys
1762	Chechele
1763	Checheley
1764	Checheleye
1765	Chedworthe
1766	Cheefeild
1767	Cheeswick
1768	Cheker in Stronde
1769	Chelchith
1770	Chelchith (Chelsea)
1771	Chelchithe
1772	Chelles
1773	Chelmesford
1774	Chelmsford
1775	Chelsea
1776	Chelsey
1777	Chelynton
1778	Chemir&#x00E9;-le-Roy
1779	Chenies
1780	Chenonceau
1781	Chepstow
1782	Chermayne
1783	Chertsey
1784	Chertsey Abbey
1785	Cherwin Crosse
1786	Cheseworth
1787	Chesham
1788	Cheshire
1789	Cheshunt
1790	Chesilhampton
1791	Chesilhurst
1792	Chesley
1793	Chester
1794	Chester; Westminster
1795	Chesterford
1796	Cheston
1797	Cheswick
1798	Chesworth
1799	Chett
1800	Chette
1801	Chevamel
1802	Chevening
1803	Chew
1804	Chewe
1805	Cheyham
1806	Cheyt
1807	Chicheley
1808	Chichester
1809	Chidlhay
1810	Chiew
1811	Chigwell
1812	Childerley
1813	Childhay
1814	Chillingham
1815	Chillington
1816	Chilton
1817	Chilwall
1818	Chimwell, co. Devon
1819	Chingford
1820	Chinon
1821	Chioza
1822	Chipchace
1823	Chipchase
1824	Chipches
1825	Chipchis
1826	Chipehays
1827	Chippenham
1828	Chisbury
1829	Chiselhurst
1830	Chiswick
1831	Chobham
1832	Chobham Court
1833	Choisy-Malesherbes, near Pluviers
1834	Chouilly
1835	Choumbley
1836	Choussy
1837	Christ's Church
1838	Christ's Church, Dublin
1839	Christ's Church, Oxford
1840	Christ's College
1841	Christ's College, Cambridge
1842	Christchurch
1843	Christchurch Twynham
1844	Christchurch, in London
1845	Christliton
1846	Chur
1847	Church of Loughgill in O&#x0027;Hanlon&#x0027;s country
1848	Churcham
1849	Chusi
1850	Chydyoke
1851	Ciguen&#x00E7;
1852	Cirencester
1853	Cirencester Abbey
1854	Citadel of Cambray
1855	Citadel of Cleves
1856	Citadel of Dunslacken
1857	Citadel of Gottorp
1858	Citadel of Thaun
1859	City
1860	City of the Moscove
1861	Civil
1862	Civita Vecchia
1863	Cl&#x00E8;res
1864	Clandagawe
1865	Clandon
1866	Clangibbon
1867	Clanrillioghe within the province of Connaught
1868	Clapham
1869	Clare
1870	Clare Hall
1871	Clare hall, Cambridge
1872	Clarkenwell
1873	Claxton
1874	Clay Hall, in Essex
1875	Claydon
1876	Cleaves
1877	Clee
1878	Clement's Inn
1879	Clementhorpe
1880	Clenmel
1881	Cleremont
1882	Clerkenwell
1883	Clerkenwell Close
1884	Clerkenwell Green
1885	Clermont
1886	Cleryston
1887	Cleves
1888	Clifton
1889	Clist
1890	Cloford
1891	Clogham, Sir John M'Coglan's House
1892	Clogher
1893	Clohensyee
1894	Clomell
1895	Clonagh
1896	Clondagawe
1897	Clone Rawde
1898	Clonecurrey
1899	Clonemore
1900	Clonen
1901	Clonigashall
1902	Clonigashall in Mayo
1903	Clonin
1904	Clonlisk
1905	Clonmel
1906	Clonmines
1907	Clonmore
1908	Clonnedagawe
1909	Clonruisse
1910	Cloonene-gasshell
1911	Clopcott
1912	Cloppenberg, Westphalia
1913	Clouen
1914	Clough-Carr within 3 miles of Enniskillen
1915	Clovelly
1916	Clowting, in South Beveland
1917	Cloyne
1918	Clundert
1919	Clus Castle
1920	Clyffe Abbey
1921	Clyst
1922	Cnyvie
1923	Coaci le Chateau
1924	Cobenton
1925	Cobham
1926	Cobham Hall
1927	Cobowrne
1928	Coburg
1929	Coca
1930	Cochin
1931	Cockburnspath
1932	Cockermouth
1933	Cockermouth Castle
1934	Cockington
1935	Coddebecke
1936	Codnor
1937	Coebrook
1938	Coevorden
1939	Coggeshall
1940	Cognac
1941	Coimbra
1942	Coir
1943	Coire
1944	Cokersand
1945	Cokesford
1946	Colbrock
1947	Colbrocke
1948	Colbrooke
1949	Colby
1950	Colchester
1951	Coldaston
1952	Coldbath
1953	Coldbrooke
1954	Coldebec
1955	Coldharbour
1956	Coldingham
1957	Coldingham Abbey
1958	Coldstream
1959	Colebrook
1960	Coleraine
1961	Coley
1962	Colham
1963	Coll
1964	Collacomb
1965	College at Westminster
1966	College of Cambray
1967	College of Eton
1968	Colley
1969	Collingbourne
1970	Collocumb
1971	Collyweston
1972	Colmar
1973	Colme
1974	Colmogar
1975	Colnbrook
1976	Colne
1977	Colne Priory
1978	Colney
1979	Colocumb
1980	Cologne
1981	Colombier
1982	Colston
1983	Colt's Hall
1984	Colton
1985	Comb
1986	Comb-Sydenham
1987	Combe
1988	Comberlogrene
1989	Comere
1990	Comforte
1991	Common Gaol, Plymouth
1992	Comnor
1993	Como
1994	Compeigne
1995	Compeygne
1996	Compi&#x00E8;gne
1997	Compi&#x00E9;gne
1998	Compiegne
1999	Compostella (St. Iago)
2000	Comppayn (Compiegne?)
2001	Compton
2002	Comwell. [q. Coombwell.]
2003	Cond&#x00E9;
2004	Conehill
2005	Coney
2006	Confluentia
2007	Conham Hall
2008	Conkehill
2009	Conlazena
2010	Connall
2011	Connell
2012	Connell in Kildare
2013	Connell, in the county of Kildare
2014	Conneseyd
2015	Connyswik
2016	Conquet
2017	Constance
2018	Constantinople
2019	Constantinople (Istanbul)
2020	Convent of Greenwich
2021	Conwy (Conway)
2022	Conysclif
2023	Conyswik
2024	Coodhill
2025	Coomanhavyn
2026	Coombsidenham
2027	Copenhagen
2028	Copleston
2029	Copnall
2030	Copthall
2031	Corballe
2032	Corbeil
2033	Corbie
2034	Corck
2035	Cordova
2036	Corfe Castle
2037	Cork
2038	Cork Haven
2039	Cornbury
2040	Cornbury Park
2041	Cornehorne
2042	Corneto
2043	Cornhill
2044	Cornwall
2045	Coroughboy
2046	Corr&#x00E8;ze
2047	Corroghboie
2048	Corsecourt
2049	Cortray
2050	Coru&#x00F1;a
2051	Coruna
2052	Corunna
2053	Cosmopoli
2054	Cotham
2055	Cothele
2056	Cothropp
2057	Cottuis
2058	Coucy
2059	Couey
2060	Coughton
2061	Couke Hill
2062	Couldray
2063	Coumb
2064	Coumbe
2065	Council Chamber, Westminster
2066	Council chamber
2067	Counter Prison
2068	County of Kildare.
2069	County of Kilkenny
2070	Coupar
2071	Couper
2072	Courances
2073	Court
2074	Court Prison, Madrid
2075	Court Prison,Madrid
2076	Court at Greenwich
2077	Court at Greenwich (<i>over</i> Nonsuch <i>erased</i>)
2078	Court at Leigh's
2079	Court at Loseley
2080	Court at Nonsuch
2081	Court at Oatlands
2082	Court at Otelandes
2083	Court at Richmond
2084	Court at St James
2085	Court at St. James's
2086	Court at Wadstena
2087	Court at Westminster
2088	Court at Whitehall
2089	Court at Windsor Castle
2090	Court at Woodstock
2091	Court of Denmark
2092	Court of London
2093	Court of St James
2094	Court of St. James
2095	Court of Wards
2096	Court of Windsor
2097	Court, Greenwich
2098	Court, Nonsuch
2099	Courtenhall
2100	Courtray
2101	Cousey
2102	Coussy
2103	Coustances
2104	Coutances
2105	Couvelentz
2106	Coventry
2107	Cowburnspeth
2108	Cowdrey
2109	Cowhely
2110	Cowperspeth
2111	Cowthally
2112	Coymbra
2113	Cr&#x00E8;vecoeur
2114	Cracovia
2115	Cracow
2116	Cragoborn
2117	Craignathan
2118	Cranebroke
2119	Cranebrook
2120	Cratoy
2121	Craynford
2122	Crediton
2123	Creichton
2124	Creil
2125	Cremieu
2126	Cremona
2127	Crepy-en-Valois
2128	Cresecque
2129	Crespy-en-Valois
2130	Cressingham
2131	Creve
2132	Crevecoeur
2133	Creychtoun
2134	Crigwell
2135	Croft
2136	Croglin
2137	Crokesden
2138	Crosrag
2139	Crossane in Semoytte
2140	Crossayne
2141	Crossegreny
2142	Crossen
2143	Crotoy
2144	Crouper
2145	Croupiere
2146	Crowherst
2147	Crowhill
2148	Crowhurst
2149	Crown Office
2150	Croxteth
2151	Croxton
2152	Croydon
2153	Croyland
2154	Crozon
2155	Crumwellbothum
2156	Crusini [Kruswik]
2157	Crutched Friars
2158	Crychurche
2159	Crynethe
2160	Cuellar
2161	Cukham
2162	Culchel
2163	Culemborg
2164	Cullen
2165	Culmactuen
2166	Culneham
2167	Culrath
2168	Cultrey
2169	Cumberland
2170	Cumberlogrene
2171	Cumbrae
2172	Cunninghamhead area
2173	Cunswycke
2174	Cupar
2175	Curinghe
2176	Curll
2177	Currimallet
2178	Curtraye
2179	Cusseie
2180	Custom House
2181	Cusworth
2182	Cusworth, beside Doncaster
2183	Cuthayll
2184	Cuthbert
2185	Cuthbert Parish
2186	Cuthbert parish
2187	Cuthelye
2188	Cuylenborch
2189	Cyster
2190	Cyville
2191	D'Annet (?)
2192	Da Cambuoy
2193	Da Combono
2194	Da Serpon
2195	Dablili
2196	Dacre Howse
2197	Daintree
2198	Dalkeith
2199	Dalkey
2200	Damerham
2201	Damery
2202	Dammart
2203	Damme
2204	Dampier
2205	Dampierre
2206	Dampmartin
2207	Damzke
2208	Danbury
2209	Dansey
2210	Danske
2211	Danzig [Gdansk]
2212	Darby's Tower
2213	Darcy's cabin at Templehirst
2214	Dardystown
2215	Daresberre
2216	Daresbury
2217	Dargilly
2218	Darley
2219	Darlington
2220	Darmstadt
2221	Darn&#x00E9;tal
2222	Darnetal
2223	Darneton
2224	Darnire etat [Darn&#x00E9;tal]
2225	Darrintone
2226	Dart[ford]
2227	Dartford
2228	Dartington
2229	Dartinothe
2230	Dartmouth
2231	Dartmouth?
2232	Darton
2233	Daruntun
2234	Datforth
2235	Dauntesey
2236	Daventry
2237	Dawsick
2238	Dayketh
2239	Daymeryes
2240	De Chaud
2241	De Lislebourg
2242	De Logeville
2243	De Mix (sic)
2244	De Shing (Shene)
2245	De Vormes
2246	De la Rochelle
2247	De la cour
2248	De la maison de votre seigneurie
2249	De vote maison
2250	De votre maison
2251	De votre maison (Aachen)
2252	De votre maison, (Aachen)
2253	Deal Castle
2254	Dealle
2255	Dean Hall
2256	Deane Rath
2257	Deap
2258	Deddington
2259	Dedinton
2260	Deene
2261	Deepe
2262	Del Burgo
2263	Delft
2264	Delle
2265	Delph
2266	Delphe
2267	Delvin
2268	Demy
2269	Den Bommel
2270	Denbigh
2271	Dendermonde
2272	Dene
2273	Denmark
2274	Denny
2275	Dennyvale
2276	Denouzville en Beausset
2277	Denton
2278	Deny
2279	Denyvale
2280	Deptford
2281	Deptford Strand
2282	Derby
2283	Derby Place
2284	Derlegh
2285	Dermonde
2286	Dernton
2287	Dernton (Darlington)
2288	Derry
2289	Derrymollan
2290	Desmond's house of Newcastle
2291	Dessau
2292	Dethek in the Peak
2293	Deuxponts
2294	Devellysshe
2295	Deventer
2296	Devizes
2297	Devon
2298	Dewsborough
2299	Dewsbury
2300	Deynisscellyn
2301	Deysne
2302	Didlebury
2303	Die Palmarum
2304	Dieppe
2305	Dieppe<
2306	Dieulencres
2307	Dieuleucres
2308	Dijon
2309	Dillenberg
2310	Dillenburg
2311	Dillingen
2312	Dinan
2313	Dinant
2314	Dingle
2315	Dingle; Athlone
2316	Dingle; Ballinkillegoe
2317	Dingley
2318	Dingwall
2319	Dippoldswald
2320	Dirrham House
2321	Disert
2322	Disert, Queen's County
2323	Ditchley
2324	Ditton
2325	Ditton Park
2326	Diveling
2327	Dives
2328	Dixmore
2329	Dizard [Dysert]
2330	Dockedyke
2331	Docquet
2332	Doctor Treyvor's house by Westchester
2333	Doctor&#x0027;s Commons
2334	Doctors' Commons
2335	Doctors' Commons, London
2336	Doddington
2337	Doesbergh
2338	Doesborough
2339	Doesburg
2340	Doetinchem
2341	Doghuske
2342	Dokkum
2343	Dole
2344	Donaghmore
2345	Donay
2346	Doncaster
2347	Dondertonn
2348	Dondertoun
2349	Donegal
2350	Donemarie
2351	Donemona
2352	Donerushe
2353	Dongennene
2354	Donmona
2355	Donmore
2356	Donne en Haye
2357	Donnemony
2358	Donnington
2359	Donnington Park
2360	Donover
2361	Donyngton Forge
2362	Dorchester
2363	Dordrecht
2364	Dore
2365	Dorking
2366	Dorneford
2367	Dorrowe
2368	Dorset
2369	Dorsetshire
2370	Dorton
2371	Dorvie, upon the borders within the Brenny
2372	Douai
2373	Douay
2374	Douay, Brussels
2375	Douchale
2376	Douglas
2377	Douglas Castle
2378	Doullevant
2379	Doun, in Menteith
2380	Doune
2381	Douneley
2382	Dounham
2383	Douquhall
2384	Dourdan
2385	Dourlens
2386	Dourrier
2387	Dousborough
2388	Dovenby
2389	Dovenham
2390	Dover
2391	Dover Castle
2392	Dover Road
2393	Doward
2394	Dowenampney
2395	Dowgate
2396	Dowinhall
2397	Down
2398	Down, in Lecale
2399	Downamor
2400	Downe
2401	Downeley
2402	Downham
2403	Downley
2404	Downs
2405	Downstable
2406	Downton
2407	Downymulvihill
2408	Dowquhall
2409	Doyre Lorain
2410	Dr. Bonar's chamber
2411	Drakelow
2412	Drayton
2413	Dreadnought
2414	Dresden
2415	Dreux
2416	Drodathe
2417	Droghcila
2418	Drogheda
2419	Drogheda (Tredath)
2420	Drogheda and Dublin
2421	Droglieda
2422	Drohyd ne farme
2423	Droitwich
2424	Dromany
2425	Dromany [Co. Waterford]
2426	Dromanye
2427	Dromore
2428	Drougheda
2429	Drumconrath
2430	Drumlanrig
2431	Du Camp a St. George
2432	Du Pety lyt (Leith?)
2433	Duart
2434	Duart; Edinburgh
2435	Dublin
2436	Dublin Castle
2437	Dublin Castle; Clone; Youghal
2438	Dublin Castle; St. Sepulchres
2439	Dublin or Ireland
2440	Dublin, alias Balliclee
2441	Dublin.
2442	Dublin. &#x005B;Dyvlyn.&#x005D;
2443	Dublin; Doward
2444	Dublin; Maynooth
2445	Dublin; Newcastle
2446	Dublin; Savoy
2447	Dublin; Whitehall
2448	Ducal Palace
2449	Ducal Palace, Venice
2450	Duce
2451	Duchy House
2452	Duchy of Gueldres camp
2453	Dudley Castle
2454	Due Repulse
2455	Duhuist (Delft?)
2456	Duisburg
2457	Duke's house of Holyrood
2458	Dumbarton
2459	Dumbarton; Edinburgh
2460	Dumbleton, co. Gloucester
2461	Dumferline
2462	Dumfries
2463	Dunalong
2464	Dunbar
2465	Dunbar Castle
2466	Dunbarton
2467	Duncannon
2468	Dundalk
2469	Dundee
2470	Dunfermline
2471	Dunfermline; Edinburgh
2472	Dungannon
2473	Dungarvan
2474	Dungenaind
2475	Dungeness
2476	Dungennayn
2477	Dungennynde
2478	Dungeon
2479	Dunglas
2480	Dunham Massie
2481	Dunkeld
2482	Dunkeld; Alnwick
2483	Dunkellin
2484	Dunkellyne
2485	Dunkelspiel
2486	Dunkirk
2487	Dunkirk Haven area
2488	Dunkirk prison
2489	Dunkirk; near Altemal before the town of Dunkirk
2490	Dunluce
2491	Dunluce (Dunlupp)
2492	Dunluce; Edinburgh
2493	Dunmloyne
2494	Dunmore
2495	Dunnagall
2496	Dunnalong
2497	Dunnowyn
2498	Dunolly
2499	Dunollycht
2500	Dunoon
2501	Dunottar
2502	Dunrick
2503	Dunsaghlen. Dunshaughlin?
2504	Dunsley
2505	Dunstable
2506	Dunstaple
2507	Dunster
2508	Dunton
2509	Duplesis
2510	Duremplazza [Durham Place]
2511	Duren
2512	Duresme
2513	Duresme Place
2514	Duretal
2515	Durham
2516	Durham Castle
2517	Durham House
2518	Durham Place
2519	Durrow
2520	Dusseldorf
2521	Dutton
2522	Duylyn
2523	Duyne
2524	Duyveland
2525	Dwecy [Duc], Normandy
2526	Dychelyng
2527	Dylston
2528	Dynnottar
2529	Dynnyngton, Suffolk
2530	Dyryloskan
2531	Dysart
2532	E Chiston (Kingston?)
2533	E'Urimurso
2534	Ealing
2535	Ealington
2536	Earsby
2537	East Bradenham
2538	East Grinstead
2539	East Horndon
2540	East Retford
2541	East Sheen
2542	Eastbury
2543	Easthampstead
2544	Easton
2545	Easton Mawditt
2546	Eastwood
2547	Eathrope
2548	Eaton
2549	Ebersdorf
2550	Eccleshall
2551	Eccleshall Castle
2552	Ecclo
2553	Eccoville
2554	Eclo
2555	Ecouche
2556	Ecouen
2557	Ecrestion [qy. Eckerstein]
2558	Eddynborwghe
2559	Edenhall
2560	Edern
2561	Edinburgh
2562	Edinburgh (Palace nearby)
2563	Edinburgh Castle
2564	Edinburgh Palace
2565	Edinburgh castle
2566	Edinburgh; Aberdeen
2567	Edinburgh; Antwerp
2568	Edinburgh; Berwick
2569	Edinburgh; Bordeaux
2570	Edinburgh; Brechin; Laon
2571	Edinburgh; Chillingham
2572	Edinburgh; Dumbarton
2573	Edinburgh; Dumfries
2574	Edinburgh; Dundee
2575	Edinburgh; Dunkeld
2576	Edinburgh; Easter Wemyss
2577	Edinburgh; Edinburgh Castle
2578	Edinburgh; Falkland
2579	Edinburgh; Falkland (Fakeland)
2580	Edinburgh; Floors, the Lord of Roxburghe's House
2581	Edinburgh; Glasgow
2582	Edinburgh; Hamilton
2583	Edinburgh; Holyrood House
2584	Edinburgh; Holyroodhouse
2585	Edinburgh; Largo
2586	Edinburgh; Leipsie
2587	Edinburgh; Leith
2588	Edinburgh; Lethington
2589	Edinburgh; Linlithgow
2590	Edinburgh; Loklivin
2591	Edinburgh; Montrose
2592	Edinburgh; Perth
2593	Edinburgh; Pont &#x00E0; Mousson; Brussels; Dousai
2594	Edinburgh; Rome
2595	Edinburgh; Stirling
2596	Edinburgh; Stirling Castle
2597	Edinburgh; Straquhur
2598	Edington
2599	Edlington
2600	Edmonstone
2601	Ednell
2602	Edondofcarrak Campe
2603	Edyngdon
2604	Egerton
2605	Eggell
2606	Egham
2607	Egleston
2608	Eglingham
2609	Eglinton, between Durham and Darlington
2610	Eisenberg
2611	Eiverbridge
2612	Eklis
2613	Elbing
2614	Elgin
2615	Elizabeth Bonadventure
2616	Ellerton
2617	Ellestownereade
2618	Ellvetham
2619	Elmeley
2620	Elmeswell Hall
2621	Elmley Lovet
2622	Elmyswell
2623	Elnestowe
2624	Elphingstoun
2625	Elphingstown
2626	Elsburg
2627	Elsingborg
2628	Elsinore
2629	Elsinore on &#x00D6;resund
2630	Eltham
2631	Elton
2632	Elvaston
2633	Elvetham
2634	Ely
2635	Ely House
2636	Ely O&#x0027;Carroll
2637	Ely Place
2638	Elyhows
2639	Embden
2640	Embsburg
2641	Emden
2642	Emden, Prid. Id. Mart
2643	Emden, in East Friesland
2644	Emmerich on the Rhine
2645	Ems
2646	En Soucousin (Soresina) pres de Cremone
2647	Ence
2648	Enchuysen
2649	Encre
2650	Endefyld
2651	Enfield
2652	Engelsby
2653	Enghessen
2654	England
2655	England, 120 miles from London
2656	Englefield
2657	Englefild
2658	Enise
2659	Enish
2660	Enisse
2661	Enkhuizen
2662	Ennis
2663	Ennis in Thomond
2664	Enniscorthy
2665	Enniskillen
2666	Enniskillen, Lisgavail
2667	Ennisse
2668	Ennys Ewoy
2669	Entrammes
2670	Entrammes, near Laval
2671	Entreammes
2672	Eoquie
2673	Erenberg
2674	Eresby
2675	Erfurt
2676	Eridge
2677	Erilliston
2678	Erith
2679	Erkalewe
2680	Erlang
2681	Erlislebourg
2682	Erlys Colne
2683	Ernton
2684	Errol
2685	Erwarton
2686	Eryge
2687	Erysbye
2688	Esclarron
2689	Escloz les Bruges
2690	Escluse
2691	Escouan
2692	Escouen
2693	Escoumois
2694	Escurial
2695	Esdan
2696	Esher
2697	Esher prison
2698	Eslington
